"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00353030391026207
"RICLPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00104292402759378
"RICLPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00825944598397483
"RICLPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.02101999594818
"RICLPM-free",4,"Scenario~0","No~Confounding","Scenario 0",8.33936991503397e-09
"RICLPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",9.70233836845372e-09
"RICLPM-free",4,"Scenario~2","Step","Scenario 2",0.0140388392525356
"RICLPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.00569043890878376
"RICLPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0100266300074134
"RICLPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0141685948287603
"RICLPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0122561071274097
"RICLPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0120445280950614
"RICLPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0041722355957907
"RICLPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00311461384748954
"RICLPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0136832157363519
"RICLPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0181351026946274
"RICLPM-free",5,"Scenario~0","No~Confounding","Scenario 0",7.13110460678672e-09
"RICLPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.38909050992859e-08
"RICLPM-free",5,"Scenario~2","Step","Scenario 2",0.0207612288061469
"RICLPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.011192152111339
"RICLPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0123759784800267
"RICLPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0174620555078895
"RICLPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0140474953925974
"RICLPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0236911768473981
"RICLPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0108245901838654
"RICLPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00987504304384189
"RICLPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00842121040753717
"RICLPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0104113215403161
