"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM",5,"Scenario~0","No~Confounding","Scenario 0",6.53103621522948e-09
"RICLPM",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",7.47632635695757e-09
"RICLPM",5,"Scenario~2","Step","Scenario 2",0.0556796107370689
"RICLPM",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0454211835533464
"RICLPM",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.113694826874987
"RICLPM",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0218502299001763
"RICLPM",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00286777144917327
"RICLPM",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0328867531707886
"RICLPM",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0116624689923276
"RICLPM",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0511288450993237
"RICLPM",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0134738401890337
"RICLPM",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.00974354458874082
"RICLPM-free",2,"Scenario~0","No~Confounding","Scenario 0",0.180779552446605
"RICLPM-free",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.19440523854425e-08
"RICLPM-free",2,"Scenario~2","Step","Scenario 2",0.0135734491943393
"RICLPM-free",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0108805785406158
"RICLPM-free",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0027668906014033
"RICLPM-free",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00854799790742199
"RICLPM-free",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00487031638934255
"RICLPM-free",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.013536041692375
"RICLPM-free",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00406776933330236
"RICLPM-free",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.000602412381973267
"RICLPM-free",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00189719961795328
"RICLPM-free",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.00247489905730264
"RICLPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.195532618992323
"RICLPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.45249718746565e-08
"RICLPM-free",3,"Scenario~2","Step","Scenario 2",0.0053664139826328
"RICLPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.00245477788457521
"RICLPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0061858625188815
"RICLPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00418096088725478
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00277204676195646
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00479630253988102
