"lhs","op","rhs","est","se","z","model","time","effect_type","effect","estRef","Bias","RelBiasPercent","Scenario","ScenarioSubtitle","effect_parsed","model_lab","Scenario_plain"
"X2","~","Y1",0.150000019726064,0.0457486167320976,3.27878809111232,"model_dpm",2,"cross","Y[t-1] -> X[t]",0.150000000000656,1.97254075295916e-08,1.31502716863369e-05,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM","Scenario 1"
"Y2","~","X1",0.100000015107195,0.0438657275773238,2.27968440580225,"model_dpm",2,"cross","X[t-1] -> Y[t]",0.0999999999992348,1.51079601468096e-08,1.51079601469252e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"X2","~","Y1",0.149999999578809,0.0461764082306675,3.24841202090699,"model_dpm_free",2,"cross","Y[t-1] -> X[t]",0.150000000000656,-4.21847112797025e-10,-2.8123140853012e-07,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM-free","Scenario 1"
"Y2","~","X1",0.0999999995870214,0.0450313153558204,2.22067685113924,"model_dpm_free",2,"cross","X[t-1] -> Y[t]",0.0999999999992348,-4.12213416178808e-10,-4.12213416181962e-07,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"X2","~","Y1",0.150000006438801,0.0597315569187767,2.51123550391917,"model_riclpm",2,"cross","Y[t-1] -> X[t]",0.150000000000656,6.43814485057348e-09,4.29209656703021e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM","Scenario 1"
"Y2","~","X1",0.0999999914530975,0.0570215856384818,1.75372168860929,"model_riclpm",2,"cross","X[t-1] -> Y[t]",0.0999999999992348,-8.54613729783793e-09,-8.54613729790332e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"X2","~","Y1",0.150000002758629,0.0658450048049233,2.27807717841359,"model_riclpm_free",2,"cross","Y[t-1] -> X[t]",0.150000000000656,2.75797309989834e-09,1.83864873325752e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM-free","Scenario 1"
"Y2","~","X1",0.100000016663999,0.0621802808931445,1.60822716185291,"model_riclpm_free",2,"cross","X[t-1] -> Y[t]",0.0999999999992348,1.66647639993078e-08,1.66647639994353e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"X3","~","Y2",0.149999999993746,0.0455772231471688,3.29111757224428,"model_covariates",3,"cross","Y[t-1] -> X[t]",0.149999999993746,0,0,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","True Model","Scenario 1"
"Y3","~","X2",0.100000000006968,0.0444391301647659,2.25026906773827,"model_covariates",3,"cross","X[t-1] -> Y[t]",0.100000000006968,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"X3","~","Y2",0.181374195938223,0.0404404936074014,4.48496493883121,"model_clpm",3,"cross","Y[t-1] -> X[t]",0.149999999993746,0.0313741959444764,20.916130630523,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","CLPM","Scenario 1"
"Y3","~","X2",0.13961246340732,0.0388538305570472,3.59327410980324,"model_clpm",3,"cross","X[t-1] -> Y[t]",0.100000000006968,0.0396124634003524,39.6124633975924,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"X3","~","Y2",0.149486928493524,0.0474216496796342,3.15229287684867,"model_clpm_lag2",3,"cross","Y[t-1] -> X[t]",0.149999999993746,-0.000513071500222284,-0.342047666829116,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 1"
"Y3","~","X2",0.107416635052058,0.044010585413737,2.4406999825667,"model_clpm_lag2",3,"cross","X[t-1] -> Y[t]",0.100000000006968,0.00741663504509041,7.41663504457365,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"X3","~","Y2",0.150000015192035,0.0479036099649281,3.13128833718075,"model_dpm",3,"cross","Y[t-1] -> X[t]",0.149999999993746,1.51982883500601e-08,1.01321922337958e-05,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM","Scenario 1"
"Y3","~","X2",0.100000006609528,0.0456747455397424,2.18939384177884,"model_dpm",3,"cross","X[t-1] -> Y[t]",0.100000000006968,6.60256002649184e-09,6.6025600260318e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"X3","~","Y2",0.150000001170362,0.0498759187434403,3.00746342021198,"model_dpm_free",3,"cross","Y[t-1] -> X[t]",0.149999999993746,1.17661561049864e-09,7.84410407031799e-07,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM-free","Scenario 1"
"Y3","~","X2",0.100000000976177,0.0474098228881627,2.10926755014614,"model_dpm_free",3,"cross","X[t-1] -> Y[t]",0.100000000006968,9.6920983738702e-10,9.69209837319489e-07,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"X3","~","Y2",0.149999993122317,0.0609039357820073,2.46289490484178,"model_riclpm",3,"cross","Y[t-1] -> X[t]",0.149999999993746,-6.8714298140371e-09,-4.58095320954905e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM","Scenario 1"
"Y3","~","X2",0.100000009872856,0.0579420103838446,1.72586365592758,"model_riclpm",3,"cross","X[t-1] -> Y[t]",0.100000000006968,9.86588816198619e-09,9.86588816129878e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"X3","~","Y2",0.150000024359576,0.0642085163020936,2.33613908245199,"model_riclpm_free",3,"cross","Y[t-1] -> X[t]",0.149999999993746,2.43658300480565e-08,1.62438866993815e-05,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM-free","Scenario 1"
"Y3","~","X2",0.100000024690055,0.0607816960815439,1.64523254757315,"model_riclpm_free",3,"cross","X[t-1] -> Y[t]",0.100000000006968,2.46830876710069e-08,2.46830876692871e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"X4","~","Y3",0.15000000000836,0.0455772231305964,3.29111757376161,"model_covariates",4,"cross","Y[t-1] -> X[t]",0.15000000000836,0,0,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","True Model","Scenario 1"
"Y4","~","X3",0.0999999999906671,0.0444391301573789,2.25026906774553,"model_covariates",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"X4","~","Y3",0.181374195937681,0.0404404937247049,4.48496492580852,"model_clpm",4,"cross","Y[t-1] -> X[t]",0.15000000000836,0.0313741959293214,20.9161306183819,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","CLPM","Scenario 1"
"Y4","~","X3",0.139612463407946,0.0388538306336047,3.59327410273918,"model_clpm",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,0.0396124634172791,39.6124634209761,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"X4","~","Y3",0.149486928503152,0.047421649008863,3.15229292164034,"model_clpm_lag2",4,"cross","Y[t-1] -> X[t]",0.15000000000836,-0.000513071505208101,-0.342047670119672,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 1"
"Y4","~","X3",0.107416635041303,0.044010585051627,2.44070000240389,"model_clpm_lag2",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,0.00741663505063571,7.4166350513279,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"X4","~","Y3",0.150000012345411,0.0490782890356467,3.05634151664217,"model_dpm",4,"cross","Y[t-1] -> X[t]",0.15000000000836,1.23370515470178e-08,8.22470103088683e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM","Scenario 1"
"Y4","~","X3",0.100000007449402,0.0464815031814813,2.15139357819313,"model_dpm",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,7.45873524055085e-09,7.45873524124697e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"X4","~","Y3",0.150000001742349,0.0512453648207371,2.92709403605708,"model_dpm_free",4,"cross","Y[t-1] -> X[t]",0.15000000000836,1.73398909120159e-09,1.1559927274033e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM-free","Scenario 1"
"Y4","~","X3",0.10000000184851,0.0483991150735349,2.06615351740575,"model_dpm_free",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,1.85784289341573e-09,1.85784289358912e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"X4","~","Y3",0.149999995802142,0.0608105149456751,2.46667859885981,"model_riclpm",4,"cross","Y[t-1] -> X[t]",0.15000000000836,-4.20621801278109e-09,-2.80414534169778e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM","Scenario 1"
"Y4","~","X3",0.100000006746377,0.0578394374446529,1.7289242628279,"model_riclpm",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,6.75571019959076e-09,6.75571020022126e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"X4","~","Y3",0.150000003356107,0.0671171172974858,2.2348993728568,"model_riclpm_free",4,"cross","Y[t-1] -> X[t]",0.15000000000836,3.34774766241885e-09,2.23183177482152e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM-free","Scenario 1"
"Y4","~","X3",0.0999999866841527,0.0632538762992755,1.58093056955148,"model_riclpm_free",4,"cross","X[t-1] -> Y[t]",0.0999999999906671,-1.33065143903544e-08,-1.33065143915962e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"X5","~","Y4",0.149999999999831,0.0455772231320346,3.29111757347063,"model_covariates",5,"cross","Y[t-1] -> X[t]",0.149999999999831,0,0,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","True Model","Scenario 1"
"Y5","~","X4",0.10000000000025,0.0444391301589484,2.2502690678817,"model_covariates",5,"cross","X[t-1] -> Y[t]",0.10000000000025,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"X5","~","Y4",0.181374195938035,0.0404404937417455,4.48496492392742,"model_clpm",5,"cross","Y[t-1] -> X[t]",0.149999999999831,0.0313741959382036,20.9161306254926,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","CLPM","Scenario 1"
"Y5","~","X4",0.139612463407537,0.0388538306385275,3.59327410227338,"model_clpm",5,"cross","X[t-1] -> Y[t]",0.10000000000025,0.0396124634072867,39.6124634071875,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"X5","~","Y4",0.149486928775792,0.0474216490692149,3.15229292337782,"model_clpm_lag2",5,"cross","Y[t-1] -> X[t]",0.149999999999831,-0.000513071224038625,-0.342047482692802,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 1"
"Y5","~","X4",0.107416634738826,0.0440105851185034,2.44069999182231,"model_clpm_lag2",5,"cross","X[t-1] -> Y[t]",0.10000000000025,0.00741663473857611,7.41663473855754,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"X5","~","Y4",0.15000000933094,0.04902130525797,3.05989423459002,"model_dpm",5,"cross","Y[t-1] -> X[t]",0.149999999999831,9.33110846923491e-09,6.22073897949694e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM","Scenario 1"
"Y5","~","X4",0.0999999979041881,0.0464113798337362,2.15464393134674,"model_dpm",5,"cross","X[t-1] -> Y[t]",0.10000000000025,-2.09606224044201e-09,-2.09606224043676e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"X5","~","Y4",0.150000001198278,0.0523375455942805,2.86601137854408,"model_dpm_free",5,"cross","Y[t-1] -> X[t]",0.149999999999831,1.19844670298797e-09,7.98964468659543e-07,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","DPM-free","Scenario 1"
"Y5","~","X4",0.0999999985850864,0.0491916244903777,2.03286635928536,"model_dpm_free",5,"cross","X[t-1] -> Y[t]",0.10000000000025,-1.41516393048491e-09,-1.41516393048137e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"X5","~","Y4",0.149999989718059,0.0590560613629752,2.5399592566141,"model_riclpm",5,"cross","Y[t-1] -> X[t]",0.149999999999831,-1.02817717950732e-08,-6.8545145300565e-06,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM","Scenario 1"
"Y5","~","X4",0.100000002465221,0.0562891582010318,1.77654108999249,"model_riclpm",5,"cross","X[t-1] -> Y[t]",0.10000000000025,2.46497065814477e-09,2.4649706581386e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"X5","~","Y4",0.149999967404132,0.065358785571594,2.29502378436671,"model_riclpm_free",5,"cross","Y[t-1] -> X[t]",0.149999999999831,-3.25956993618703e-08,-2.17304662412714e-05,"Scenario~1","Stable~Confounder~Effects","Y[t-1] %->% X[t]","RICLPM-free","Scenario 1"
"Y5","~","X4",0.0999999911080585,0.063021000598781,1.58677250690927,"model_riclpm_free",5,"cross","X[t-1] -> Y[t]",0.10000000000025,-8.89219185784551e-09,-8.89219185782325e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"X2","~","Y1",0.149999999999998,0.0455772238188693,3.29111752387817,"model_covariates",2,"cross","Y[t-1] -> X[t]",0.149999999999998,0,0,"Scenario~2","Step","Y[t-1] %->% X[t]","True Model","Scenario 2"
"Y2","~","X1",0.100000000000003,0.0444391294009055,2.25026910626123,"model_covariates",2,"cross","X[t-1] -> Y[t]",0.100000000000003,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"X2","~","Y1",0.18137419593782,0.0404405202056688,4.48496198900022,"model_clpm",2,"cross","Y[t-1] -> X[t]",0.149999999999998,0.0313741959378217,20.9161306252147,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM","Scenario 2"
"Y2","~","X1",0.139612463407785,0.0388537718947469,3.59327953502144,"model_clpm",2,"cross","X[t-1] -> Y[t]",0.100000000000003,0.0396124634077828,39.6124634077817,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"X2","~","Y1",0.18137419593782,0.0404404893233162,4.48496541393845,"model_clpm_lag2",2,"cross","Y[t-1] -> X[t]",0.149999999999998,0.0313741959378218,20.9161306252148,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 2"
"Y2","~","X1",0.139612463407785,0.0388538240976826,3.59327470718931,"model_clpm_lag2",2,"cross","X[t-1] -> Y[t]",0.100000000000003,0.0396124634077827,39.6124634077816,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"X2","~","Y1",0.145968208531868,0.0407085948028279,3.58568526471781,"model_dpm",2,"cross","Y[t-1] -> X[t]",0.149999999999998,-0.00403179146813029,-2.68786097875356,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM","Scenario 2"
"Y2","~","X1",0.108812292691376,0.0495325069099934,2.19678549460663,"model_dpm",2,"cross","X[t-1] -> Y[t]",0.100000000000003,0.00881229269137335,8.81229269137311,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"X2","~","Y1",0.150000002875991,0.0394448262714909,3.80278016294382,"model_dpm_free",2,"cross","Y[t-1] -> X[t]",0.149999999999998,2.87599286052931e-09,1.91732857368623e-06,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM-free","Scenario 2"
"Y2","~","X1",0.0999999928147016,0.0624205413195172,1.60203661648532,"model_dpm_free",2,"cross","X[t-1] -> Y[t]",0.100000000000003,-7.18530102084003e-09,-7.18530102083984e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"X2","~","Y1",0.187228562255985,0.0505647020380636,3.70275221072291,"model_riclpm",2,"cross","Y[t-1] -> X[t]",0.149999999999998,0.0372285622559872,24.8190415039917,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM","Scenario 2"
"Y2","~","X1",0.11503766489414,0.0698270433660665,1.64746578615764,"model_riclpm",2,"cross","X[t-1] -> Y[t]",0.100000000000003,0.0150376648941375,15.0376648941371,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"X2","~","Y1",0.1689268226636,0.0526194533605075,3.21034925061354,"model_riclpm_free",2,"cross","Y[t-1] -> X[t]",0.149999999999998,0.0189268226636014,12.6178817757344,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM-free","Scenario 2"
"Y2","~","X1",0.103201941586479,0.0546735607156923,1.88760234811007,"model_riclpm_free",2,"cross","X[t-1] -> Y[t]",0.100000000000003,0.00320194158647641,3.20194158647632,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"X3","~","Y2",0.150000003258289,0.0339472930529917,4.41861455710589,"model_covariates",3,"cross","Y[t-1] -> X[t]",0.150000003258289,0,0,"Scenario~2","Step","Y[t-1] %->% X[t]","True Model","Scenario 2"
"Y3","~","X2",0.0999999988355503,0.053437248638411,1.87135381000267,"model_covariates",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"X3","~","Y2",0.190786454719166,0.0358928251076739,5.3154482587211,"model_clpm",3,"cross","Y[t-1] -> X[t]",0.150000003258289,0.0407864514608774,27.1909670499447,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM","Scenario 2"
"Y3","~","X2",0.123767478044671,0.0434876356245114,2.8460383340526,"model_clpm",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,0.0237674792091206,23.7674794858809,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"X3","~","Y2",0.149333007104206,0.041015505733244,3.6408915222315,"model_clpm_lag2",3,"cross","Y[t-1] -> X[t]",0.150000003258289,-0.000666996154083277,-0.444664093063224,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 2"
"Y3","~","X2",0.104449980999059,0.0498308987151911,2.09608864564221,"model_clpm_lag2",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,0.00444998216350845,4.44998221532625,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"X3","~","Y2",0.161493260273349,0.0359615195228208,4.49072404103688,"model_dpm",3,"cross","Y[t-1] -> X[t]",0.150000003258289,0.0114932570150597,7.66217117693599,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM","Scenario 2"
"Y3","~","X2",0.0843041910848706,0.0522603819871206,1.6131568097923,"model_dpm",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,-0.0156958077506797,-15.6958079334495,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"X3","~","Y2",0.149999999745329,0.0367259283155499,4.0843079161002,"model_dpm_free",3,"cross","Y[t-1] -> X[t]",0.150000003258289,-3.51296000622447e-09,-2.34197328661081e-06,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM-free","Scenario 2"
"Y3","~","X2",0.0999999965787014,0.0617110366171712,1.62045562771953,"model_dpm_free",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,-2.25684897159351e-09,-2.25684899787338e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"X3","~","Y2",0.225167752678777,0.0463472022838626,4.85828144058606,"model_riclpm",3,"cross","Y[t-1] -> X[t]",0.150000003258289,0.0751677494204886,50.1118318584669,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM","Scenario 2"
"Y3","~","X2",0.092010572197288,0.0738264272388129,1.24630942656419,"model_riclpm",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,-0.00798942663826228,-7.98942673129514,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"X3","~","Y2",0.157496413478587,0.0456912198737261,3.44697326781491,"model_riclpm_free",3,"cross","Y[t-1] -> X[t]",0.150000003258289,0.00749641022029832,4.99760670497457,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM-free","Scenario 2"
"Y3","~","X2",0.101183481777971,0.064728892557319,1.56318882929089,"model_riclpm_free",3,"cross","X[t-1] -> Y[t]",0.0999999988355503,0.00118348294242068,1.18348295620175,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"X4","~","Y3",0.150000026463748,0.0287671303912264,5.2142853466363,"model_covariates",4,"cross","Y[t-1] -> X[t]",0.150000026463748,0,0,"Scenario~2","Step","Y[t-1] %->% X[t]","True Model","Scenario 2"
"Y4","~","X3",0.0999999881999151,0.0736261176583988,1.35821351689196,"model_covariates",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"X4","~","Y3",0.0620738676767611,0.0314916560366152,1.97112109965217,"model_clpm",4,"cross","Y[t-1] -> X[t]",0.150000026463748,-0.0879261587869866,-58.6174288497454,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM","Scenario 2"
"Y4","~","X3",0.177788534085093,0.0445178525795206,3.99364577991528,"model_clpm",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,0.0777885458851782,77.7885550642937,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"X4","~","Y3",0.0643868310299575,0.0337235195813105,1.90925596821871,"model_clpm_lag2",4,"cross","Y[t-1] -> X[t]",0.150000026463748,-0.0856131954337901,-57.0754535529908,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 2"
"Y4","~","X3",0.138107936653406,0.0579110691824496,2.38482795436386,"model_clpm_lag2",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,0.0381079484534905,38.1079529502613,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"X4","~","Y3",0.128287206810383,0.0355597239136888,3.60765474787611,"model_dpm",4,"cross","Y[t-1] -> X[t]",0.150000026463748,-0.0217128196533648,-14.4752105484544,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM","Scenario 2"
"Y4","~","X3",0.0965309925952342,0.0588661398688462,1.63983901119226,"model_dpm",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,-0.00346899560468089,-3.46899601402537,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"X4","~","Y3",0.150000005817401,0.0432198197131342,3.47063006770981,"model_dpm_free",4,"cross","Y[t-1] -> X[t]",0.150000026463748,-2.06463466878581e-08,-1.37642286968849e-05,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM-free","Scenario 2"
"Y4","~","X3",0.0999999871568055,0.0732847144305841,1.36454085867424,"model_dpm_free",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,-1.04310962645293e-09,-1.04310974954077e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"X4","~","Y3",0.0994896238613782,0.0395074598687372,2.5182490646559,"model_riclpm",4,"cross","Y[t-1] -> X[t]",0.150000026463748,-0.0505104026023695,-33.6735957940494,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM","Scenario 2"
"Y4","~","X3",0.152882309802703,0.0830479568519706,1.84089188461564,"model_riclpm",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,0.0528823216027876,52.8823278429472,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"X4","~","Y3",0.142099477493519,0.0424588616162338,3.3467566506585,"model_riclpm_free",4,"cross","Y[t-1] -> X[t]",0.150000026463748,-0.00790054897022838,-5.26703171758293,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM-free","Scenario 2"
"Y4","~","X3",0.0817857261757184,0.137106716632894,0.596511448776805,"model_riclpm_free",4,"cross","X[t-1] -> Y[t]",0.0999999881999151,-0.0182142620241967,-18.2142641734953,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"X5","~","Y4",0.149999994443638,0.0284688001006362,5.26892576832859,"model_covariates",5,"cross","Y[t-1] -> X[t]",0.149999994443638,0,0,"Scenario~2","Step","Y[t-1] %->% X[t]","True Model","Scenario 2"
"Y5","~","X4",0.100000002569082,0.0786859170631934,1.27087547939196,"model_covariates",5,"cross","X[t-1] -> Y[t]",0.100000002569082,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"X5","~","Y4",0.0467631153461647,0.0308268826647788,1.51695894309786,"model_clpm",5,"cross","Y[t-1] -> X[t]",0.149999994443638,-0.103236879097473,-68.824588614411,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM","Scenario 2"
"Y5","~","X4",0.181321784622892,0.0448293750365817,4.04470917729568,"model_clpm",5,"cross","X[t-1] -> Y[t]",0.100000002569082,0.0813217820538104,81.3217799645875,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"X5","~","Y4",0.0844309784103113,0.0316684074828174,2.66609485987326,"model_clpm_lag2",5,"cross","Y[t-1] -> X[t]",0.149999994443638,-0.0655690160333265,-43.7126789747742,"Scenario~2","Step","Y[t-1] %->% X[t]","CLPM lag 2","Scenario 2"
"Y5","~","X4",0.121033329531497,0.067775073084431,1.78580891208659,"model_clpm_lag2",5,"cross","X[t-1] -> Y[t]",0.100000002569082,0.0210333269624155,21.0333264220522,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"X5","~","Y4",0.123383428403439,0.0350833048837941,3.5168701697893,"model_dpm",5,"cross","Y[t-1] -> X[t]",0.149999994443638,-0.0266165660401991,-17.7443780174273,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM","Scenario 2"
"Y5","~","X4",0.0960737170583325,0.0594762867281778,1.61532809701814,"model_dpm",5,"cross","X[t-1] -> Y[t]",0.100000002569082,-0.00392628551074911,-3.92628540987963,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"X5","~","Y4",0.149999997239544,0.0512590284590881,2.92631370021508,"model_dpm_free",5,"cross","Y[t-1] -> X[t]",0.149999994443638,2.79590658958107e-09,1.86393779543213e-06,"Scenario~2","Step","Y[t-1] %->% X[t]","DPM-free","Scenario 2"
"Y5","~","X4",0.100000000924079,0.0711808890819135,1.40487147904266,"model_dpm_free",5,"cross","X[t-1] -> Y[t]",0.100000002569082,-1.64500259247635e-09,-1.64500255021489e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"X5","~","Y4",0.0857126177850627,0.037325028421127,2.29638452831149,"model_riclpm",5,"cross","Y[t-1] -> X[t]",0.149999994443638,-0.0642873766585752,-42.8582526932899,"Scenario~2","Step","Y[t-1] %->% X[t]","RICLPM","Scenario 2"
