"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"CLPM lag 2",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.226711049732682
"CLPM lag 2",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.204319647883657
"CLPM lag 2",5,"Scenario~0","No~Confounding","Scenario 0",5.17147608824087e-10
"CLPM lag 2",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",0.227795424196891
"CLPM lag 2",5,"Scenario~2","Step","Scenario 2",0.234520525448314
"CLPM lag 2",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.231466440695969
"CLPM lag 2",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.187860693136453
"CLPM lag 2",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.219689761030249
"CLPM lag 2",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.240274741225055
"CLPM lag 2",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.214588414829268
"CLPM lag 2",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.27117612269142
"CLPM lag 2",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.207201697638772
"CLPM lag 2",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.226204506322964
"CLPM lag 2",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.212364154572912
"DPM",2,"Scenario~0","No~Confounding","Scenario 0",6.60685375828947e-09
"DPM",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",8.81290068693345e-09
"DPM",2,"Scenario~2","Step","Scenario 2",0.0566430429959605
"DPM",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0707136753328682
"DPM",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0206930426546324
"DPM",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0281008933347063
"DPM",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0214041670894054
"DPM",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0356976796115883
"DPM",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0448261591298629
"DPM",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00848902172468612
"DPM",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00177289331828637
"DPM",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0193026606426031
"DPM",3,"Scenario~0","No~Confounding","Scenario 0",4.96084697043957e-09
"DPM",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",9.08342712083492e-09
"DPM",3,"Scenario~2","Step","Scenario 2",0.0124614392368824
"DPM",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0405332125928323
"DPM",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00853864642638317
"DPM",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00643581217215704
"DPM",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0235329570666302
"DPM",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0226181610177797
"DPM",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0443731935783586
"DPM",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00323319961426502
"DPM",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00169841202328985
"DPM",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0224992883736704
"DPM",4,"Scenario~0","No~Confounding","Scenario 0",7.1787166805305e-09
"DPM",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",7.54061594684322e-09
"DPM",4,"Scenario~2","Step","Scenario 2",0.0174359709667917
"DPM",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0125181050438854
"DPM",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0307689756108868
