"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00819845281259507
"RICLPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0048220452243509
"RICLPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0100076949930137
"RICLPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.020816969379781
"RICLPM-free",4,"Scenario~0","No~Confounding","Scenario 0",9.55496741674183e-09
"RICLPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.22109591853011e-08
"RICLPM-free",4,"Scenario~2","Step","Scenario 2",0.0138833685378985
"RICLPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0102617415289434
"RICLPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00871366711880315
"RICLPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.010920563168563
"RICLPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0150150178120324
"RICLPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0124873601757829
"RICLPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0108466304484467
"RICLPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0102656367619794
"RICLPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0251825910439088
"RICLPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0214745074848323
"RICLPM-free",5,"Scenario~0","No~Confounding","Scenario 0",7.00677287378374e-09
"RICLPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",3.23378380624712e-08
"RICLPM-free",5,"Scenario~2","Step","Scenario 2",0.0208579172993556
"RICLPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0123759555889517
"RICLPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0111890472696916
"RICLPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0132693671507262
"RICLPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.021068461180071
"RICLPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0242581937359039
"RICLPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0429404221368286
"RICLPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0217819931449227
"RICLPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0477397398040896
"RICLPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0153218632557044
