"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.020401725299228
"RICLPM",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0208814661998088
"RICLPM",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0237514819865343
"RICLPM",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0365374309997425
"RICLPM",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0101510682427361
"RICLPM",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0295916714682638
"RICLPM",5,"Scenario~0","No~Confounding","Scenario 0",5.63055186812018e-09
"RICLPM",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.03545849648023e-08
"RICLPM",5,"Scenario~2","Step","Scenario 2",0.150454124688852
"RICLPM",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.108831535736297
"RICLPM",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.147966766450022
"RICLPM",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0543197397332898
"RICLPM",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0248671260673365
"RICLPM",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0462830282593467
"RICLPM",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0542708129371011
"RICLPM",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0633830820115287
"RICLPM",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0322366712063656
"RICLPM",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0348606789406503
"RICLPM-free",2,"Scenario~0","No~Confounding","Scenario 0",0.178842318076978
"RICLPM-free",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",3.79738246496358e-08
"RICLPM-free",2,"Scenario~2","Step","Scenario 2",0.0462973077849471
"RICLPM-free",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0416369658022883
"RICLPM-free",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00511752972664937
"RICLPM-free",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0139347407227774
"RICLPM-free",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0188045712375464
"RICLPM-free",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.011945006862188
"RICLPM-free",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00930372079799057
"RICLPM-free",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00501979933552795
"RICLPM-free",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0120263773528475
"RICLPM-free",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0250296794200044
"RICLPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.193547005355689
"RICLPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.87903623521192e-08
"RICLPM-free",3,"Scenario~2","Step","Scenario 2",0.00813717075573343
"RICLPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.00642124188962969
"RICLPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00496593088702577
"RICLPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00328300646411966
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0046368246578043
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00344128664108987
