"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.044403259843602
"RICLPM",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00456009572590588
"RICLPM",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00394700630156643
"RICLPM",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00352922350219657
"RICLPM",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0540646511630988
"RICLPM",3,"Scenario~0","No~Confounding","Scenario 0",6.38381214557171e-09
"RICLPM",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.63972723454808e-08
"RICLPM",3,"Scenario~2","Step","Scenario 2",0.03955592439069
"RICLPM",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0571672261282713
"RICLPM",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.019125719025944
"RICLPM",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0247359144872458
"RICLPM",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00279799998291115
"RICLPM",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0246474052086257
"RICLPM",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00145507467984951
"RICLPM",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.015848264285493
"RICLPM",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000732118869366527
"RICLPM",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0210833861912243
"RICLPM",4,"Scenario~0","No~Confounding","Scenario 0",3.11479453340979e-11
"RICLPM",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.33938557883573e-08
"RICLPM",4,"Scenario~2","Step","Scenario 2",0.0318028493392322
"RICLPM",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0125694076801621
"RICLPM",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0474738086830732
"RICLPM",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00532589733403396
"RICLPM",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.01030133772191
"RICLPM",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0125333094886597
"RICLPM",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00777786885087321
"RICLPM",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0252652245297656
"RICLPM",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000561339602409436
"RICLPM",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0262386671631504
"RICLPM",5,"Scenario~0","No~Confounding","Scenario 0",2.99938274217482e-09
"RICLPM",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",4.41733305489578e-09
"RICLPM",5,"Scenario~2","Step","Scenario 2",0.0398575064323304
"RICLPM",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.012293557252318
"RICLPM",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0375058900079209
"RICLPM",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0075556160543039
"RICLPM",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0163243962805357
"RICLPM",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0212116221654916
"RICLPM",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0307762447838125
"RICLPM",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00490932247035299
"RICLPM",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0246611705350334
"RICLPM",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0126964431135956
"RICLPM-free",2,"Scenario~0","No~Confounding","Scenario 0",0.137195274719187
"RICLPM-free",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",5.53413941062342e-09
"RICLPM-free",2,"Scenario~2","Step","Scenario 2",0.0345016953646849
"RICLPM-free",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0333886020458213
"RICLPM-free",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00762340380551413
"RICLPM-free",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00358398446725595
"RICLPM-free",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0010678976701738
"RICLPM-free",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00404703820131433
"RICLPM-free",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00749323801290085
"RICLPM-free",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00187481797271119
"RICLPM-free",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00900222640046444
"RICLPM-free",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0224126187508163
"RICLPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.077272207953127
"RICLPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",3.25471048445714e-08
"RICLPM-free",3,"Scenario~2","Step","Scenario 2",0.0074505955738834
"RICLPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0117724861445934
"RICLPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00509769013041113
"RICLPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00166657402591711
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.000697135295539483
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00168851665946237
