"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00507080306428323
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00121410063576869
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.000701207014188514
"RICLPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00188078131300293
"RICLPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00587500388192637
"RICLPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.018114865217663
"RICLPM-free",4,"Scenario~0","No~Confounding","Scenario 0",6.61294735637216e-09
"RICLPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.65121716924788e-08
"RICLPM-free",4,"Scenario~2","Step","Scenario 2",0.00778034581716
"RICLPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.010929531017724
"RICLPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00495383242249172
"RICLPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00606409033396997
"RICLPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0109325044746849
"RICLPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00842948587636348
"RICLPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00534436190906573
"RICLPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00741158487061453
"RICLPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0135247336942902
"RICLPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0236529695213923
"RICLPM-free",5,"Scenario~0","No~Confounding","Scenario 0",5.59403179710408e-10
"RICLPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.07667530370406e-08
"RICLPM-free",5,"Scenario~2","Step","Scenario 2",0.0135917577309649
"RICLPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0206083385600153
"RICLPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0129607368498728
"RICLPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00639709844822916
"RICLPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0155339209510249
"RICLPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0186870541713224
"RICLPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0218654346136437
"RICLPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0132907554292616
"RICLPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0234661758595355
"RICLPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0198669957208214
