"lhs","op","rhs","est","se","z","model","time","effect_type","effect","estRef","Bias","RelBiasPercent","Scenario","ScenarioSubtitle","effect_parsed","model_lab","Scenario_plain"
"Y4","~","X3",0.0999999999575535,0.0507778152249298,1.96936397351058,"model_riclpm",4,"cross","X[t-1] -> Y[t]",0.0999999999887014,-3.11479453340979e-11,-3.11479453376172e-08,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","RICLPM","Scenario 0"
"Y4","~","X3",0.0999999930501859,NA,NA,"model_riclpm_free",4,"cross","X[t-1] -> Y[t]",0.0999999999887014,-6.93851551214486e-09,-6.93851551292881e-06,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","RICLPM-free","Scenario 0"
"Y5","~","X4",0.0999999999268488,0.0481663784088167,2.07613699078825,"model_covariates",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,0,0,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","True Model","Scenario 0"
"Y5","~","X4",0.100000000006433,0.0481663786511044,2.07613698199709,"model_clpm",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,7.95839921741148e-11,7.95839922323315e-08,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","CLPM","Scenario 0"
"Y5","~","X4",0.0999999994527423,0.0489142429545949,2.04439429933666,"model_clpm_lag2",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,-4.74106448544731e-10,-4.74106448891546e-07,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 0"
"Y5","~","X4",0.099999988564395,0.0557222924756699,1.79461368370761,"model_dpm",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,-1.13624538111701e-08,-1.13624538194818e-05,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","DPM","Scenario 0"
"Y5","~","X4",0.100000006320336,NA,NA,"model_dpm_free",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,6.39348739228662e-09,6.39348739696354e-06,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","DPM-free","Scenario 0"
"Y5","~","X4",0.099999996927466,0.0507778141803198,1.96936395435122,"model_riclpm",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,-2.99938274217482e-09,-2.9993827443689e-06,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","RICLPM","Scenario 0"
"Y5","~","X4",0.100000000707038,NA,NA,"model_riclpm_free",5,"cross","X[t-1] -> Y[t]",0.0999999999268488,7.80189052251856e-10,7.80189052822574e-07,"Scenario~0","No~Confounding","X[t-1] %->% Y[t]","RICLPM-free","Scenario 0"
"Y2","~","X1",0.099999999998288,0.0438252537211775,2.2817894138047,"model_covariates",2,"cross","X[t-1] -> Y[t]",0.099999999998288,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"Y2","~","X1",0.0705468339093442,0.0395727297867382,1.78271335562466,"model_clpm",2,"cross","X[t-1] -> Y[t]",0.099999999998288,-0.0294531660889438,-29.4531660894481,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"Y2","~","X1",0.0705468339088644,0.0395727303686336,1.78271332939871,"model_clpm_lag2",2,"cross","X[t-1] -> Y[t]",0.099999999998288,-0.0294531660894236,-29.4531660899278,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"Y2","~","X1",0.0999999994289114,0.0432682727974148,2.31116226656698,"model_dpm",2,"cross","X[t-1] -> Y[t]",0.099999999998288,-5.69376643055897e-10,-5.69376643065644e-07,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"Y2","~","X1",0.100000032794572,0.0453834365982765,2.20344778381921,"model_dpm_free",2,"cross","X[t-1] -> Y[t]",0.099999999998288,3.27962839385965e-08,3.27962839391579e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"Y2","~","X1",0.0999999944131895,0.0548258173015537,1.82395811562951,"model_riclpm",2,"cross","X[t-1] -> Y[t]",0.099999999998288,-5.58509848092026e-09,-5.58509848101587e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"Y2","~","X1",0.0999999944641486,0.0577791999499462,1.73072653395648,"model_riclpm_free",2,"cross","X[t-1] -> Y[t]",0.099999999998288,-5.53413941062342e-09,-5.53413941071816e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"Y3","~","X2",0.100000000006135,0.0438252536795039,2.28178941615352,"model_covariates",3,"cross","X[t-1] -> Y[t]",0.100000000006135,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"Y3","~","X2",0.0705468339091522,0.0395727298423385,1.78271335311507,"model_clpm",3,"cross","X[t-1] -> Y[t]",0.100000000006135,-0.0294531660969828,-29.4531660951758,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"Y3","~","X2",0.0970222056455162,0.043217604713201,2.24496952779709,"model_clpm_lag2",3,"cross","X[t-1] -> Y[t]",0.100000000006135,-0.00297779436061874,-2.97779436043605,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"Y3","~","X2",0.100000002197859,0.0452210322150405,2.21136045109113,"model_dpm",3,"cross","X[t-1] -> Y[t]",0.100000000006135,2.19172377469157e-09,2.19172377455711e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"Y3","~","X2",0.0999999905735232,0.0481468507351111,2.07697884797682,"model_dpm_free",3,"cross","X[t-1] -> Y[t]",0.100000000006135,-9.43261178887322e-09,-9.43261178829454e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"Y3","~","X2",0.0999999836088626,0.0557692801444403,1.79310156684588,"model_riclpm",3,"cross","X[t-1] -> Y[t]",0.100000000006135,-1.63972723454808e-08,-1.63972723444749e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"Y3","~","X2",0.10000003255324,0.0584901569538428,1.70968993350718,"model_riclpm_free",3,"cross","X[t-1] -> Y[t]",0.100000000006135,3.25471048445714e-08,3.25471048425746e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"Y4","~","X3",0.100000000010459,0.0438252536927408,2.28178941556298,"model_covariates",4,"cross","X[t-1] -> Y[t]",0.100000000010459,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"Y4","~","X3",0.0705468339084063,0.0395727298498374,1.78271335275841,"model_clpm",4,"cross","X[t-1] -> Y[t]",0.100000000010459,-0.0294531661020522,-29.4531660989718,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"Y4","~","X3",0.0970222056409409,0.0432176055654307,2.24496948342154,"model_clpm_lag2",4,"cross","X[t-1] -> Y[t]",0.100000000010459,-0.00297779436951758,-2.97779436920614,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"Y4","~","X3",0.0999999968471395,0.0459743468983287,2.17512599076801,"model_dpm",4,"cross","X[t-1] -> Y[t]",0.100000000010459,-3.16331900951372e-09,-3.16331900918289e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"Y4","~","X3",0.0999999912249626,0.0479136544303535,2.08708754140891,"model_dpm_free",4,"cross","X[t-1] -> Y[t]",0.100000000010459,-8.78549594185429e-09,-8.78549594093546e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"Y4","~","X3",0.0999999866166027,0.0556974178579306,1.79541512807068,"model_riclpm",4,"cross","X[t-1] -> Y[t]",0.100000000010459,-1.33938557883573e-08,-1.33938557869565e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"Y4","~","X3",0.100000027138505,0.0574894718520453,1.73944939685417,"model_riclpm_free",4,"cross","X[t-1] -> Y[t]",0.100000000010459,2.71280467534218e-08,2.71280467505847e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"Y5","~","X4",0.100000000002459,0.0438252536712059,2.28178941650167,"model_covariates",5,"cross","X[t-1] -> Y[t]",0.100000000002459,0,0,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","True Model","Scenario 1"
"Y5","~","X4",0.0705468339087256,0.0395727298527908,1.78271335263343,"model_clpm",5,"cross","X[t-1] -> Y[t]",0.100000000002459,-0.0294531660937333,-29.453166093009,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM","Scenario 1"
"Y5","~","X4",0.0970222056508135,0.0432176055516787,2.24496948436434,"model_clpm_lag2",5,"cross","X[t-1] -> Y[t]",0.100000000002459,-0.00297779435164534,-2.97779435157212,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 1"
"Y5","~","X4",0.0999999886578557,0.0457905352340694,2.18385716931854,"model_dpm",5,"cross","X[t-1] -> Y[t]",0.100000000002459,-1.13446032012909e-08,-1.1344603201012e-05,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM","Scenario 1"
"Y5","~","X4",0.100000002407505,0.0496399069353219,2.01450825719313,"model_dpm_free",5,"cross","X[t-1] -> Y[t]",0.100000000002459,2.4050458291569e-09,2.40504582909777e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","DPM-free","Scenario 1"
"Y5","~","X4",0.0999999955851258,0.0545215476937215,1.83413714054639,"model_riclpm",5,"cross","X[t-1] -> Y[t]",0.100000000002459,-4.41733305489578e-09,-4.41733305478716e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM","Scenario 1"
"Y5","~","X4",0.100000006794899,0.0570510995580584,1.75281471469509,"model_riclpm_free",5,"cross","X[t-1] -> Y[t]",0.100000000002459,6.79244048507055e-09,6.79244048490353e-06,"Scenario~1","Stable~Confounder~Effects","X[t-1] %->% Y[t]","RICLPM-free","Scenario 1"
"Y2","~","X1",0.100000000007246,0.0438252524003425,2.28178948277921,"model_covariates",2,"cross","X[t-1] -> Y[t]",0.100000000007246,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"Y2","~","X1",0.070546833908868,0.0395727231939246,1.78271365261258,"model_clpm",2,"cross","X[t-1] -> Y[t]",0.100000000007246,-0.029453166098378,-29.4531660962438,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"Y2","~","X1",0.0705468339088668,0.0395727354812791,1.78271309907906,"model_clpm_lag2",2,"cross","X[t-1] -> Y[t]",0.100000000007246,-0.0294531660983793,-29.4531660962451,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"Y2","~","X1",0.0783320942932651,0.0476636783511065,1.64343367954619,"model_dpm",2,"cross","X[t-1] -> Y[t]",0.100000000007246,-0.0216679057139809,-21.6679057124109,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"Y2","~","X1",0.100000005581796,0.0816129322985639,1.22529607459718,"model_dpm_free",2,"cross","X[t-1] -> Y[t]",0.100000000007246,5.57454989114081e-09,5.57454989073688e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"Y2","~","X1",0.0135436634228683,0.0617330317316883,0.219390868113095,"model_riclpm",2,"cross","X[t-1] -> Y[t]",0.100000000007246,-0.0864563365843777,-86.456336578113,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"Y2","~","X1",0.0654983046425612,0.0588560664386293,1.11285562569592,"model_riclpm_free",2,"cross","X[t-1] -> Y[t]",0.100000000007246,-0.0345016953646849,-34.5016953621849,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"Y3","~","X2",0.0999999991287659,0.0521861086357499,1.91621873603853,"model_covariates",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"Y3","~","X2",0.0823281003453198,0.0438368786597964,1.87805571159026,"model_clpm",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,-0.0176718987834461,-17.6718989374097,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"Y3","~","X2",0.0982133233900832,0.0484401811225381,2.02751767466837,"model_clpm_lag2",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,-0.00178667573868266,-1.78667575424879,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"Y3","~","X2",0.0713995390801818,0.05100470384396,1.39986184997008,"model_dpm",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,-0.0286004600485841,-28.6004602977611,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"Y3","~","X2",0.100000007360206,0.0627551834048082,1.59349398622815,"model_dpm_free",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,8.23144050143831e-09,8.23144057315343e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"Y3","~","X2",0.0604440747380759,0.0677268311754216,0.892468666982479,"model_riclpm",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,-0.03955592439069,-39.5559247353147,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"Y3","~","X2",0.0925494035548825,0.0618066459959212,1.49740213311349,"model_riclpm_free",3,"cross","X[t-1] -> Y[t]",0.0999999991287659,-0.0074505955738834,-7.45059563879553,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"Y4","~","X3",0.100000018419837,0.0648064872789384,1.5430556819014,"model_covariates",4,"cross","X[t-1] -> Y[t]",0.100000018419837,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"Y4","~","X3",0.136349156385768,0.0449457826211683,3.03363627094906,"model_clpm",4,"cross","X[t-1] -> Y[t]",0.100000018419837,0.0363491379659313,36.3491312704806,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"Y4","~","X3",0.145406889689289,0.0521609217172142,2.78765951410138,"model_clpm_lag2",4,"cross","X[t-1] -> Y[t]",0.100000018419837,0.0454068712694523,45.4068629055822,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"Y4","~","X3",0.0833749376620701,0.0554966138813857,1.50234278870184,"model_dpm",4,"cross","X[t-1] -> Y[t]",0.100000018419837,-0.0166250807577668,-16.6250776954546,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"Y4","~","X3",0.0999999881046355,0.0658675518420566,1.51819803997611,"model_dpm_free",4,"cross","X[t-1] -> Y[t]",0.100000018419837,-3.03152013769736e-08,-3.0315195792964e-05,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"Y4","~","X3",0.131802867759069,0.0744001949340336,1.77153927991628,"model_riclpm",4,"cross","X[t-1] -> Y[t]",0.100000018419837,0.0318028493392322,31.8028434812003,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"Y4","~","X3",0.110108766107656,0.0987112590197615,1.11546309105036,"model_riclpm_free",4,"cross","X[t-1] -> Y[t]",0.100000018419837,0.0101087476878192,10.1087458258047,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"Y5","~","X4",0.0999999884100574,0.0691695779520261,1.4457221132593,"model_covariates",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,0,0,"Scenario~2","Step","X[t-1] %->% Y[t]","True Model","Scenario 2"
"Y5","~","X4",0.149022222660069,0.0451990970843492,3.29701769002086,"model_clpm",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,0.049022234250012,49.0222399316615,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM","Scenario 2"
"Y5","~","X4",0.144561181458597,0.059078236323578,2.44694477111368,"model_clpm_lag2",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,0.04456119304854,44.5611982131572,"Scenario~2","Step","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 2"
"Y5","~","X4",0.0876672873877296,0.0558561880773136,1.56951790670686,"model_dpm",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,-0.0123327010223278,-12.3327024516809,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM","Scenario 2"
"Y5","~","X4",0.099999996178083,0.0627235384462091,1.59429774938226,"model_dpm_free",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,7.76802554225409e-09,7.76802644256389e-06,"Scenario~2","Step","X[t-1] %->% Y[t]","DPM-free","Scenario 2"
"Y5","~","X4",0.139857494842388,0.0707245605843336,1.9774954229036,"model_riclpm",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,0.0398575064323304,39.8575110517931,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM","Scenario 2"
"Y5","~","X4",0.118749563736798,0.0946090624755593,1.25516055893139,"model_riclpm_free",5,"cross","X[t-1] -> Y[t]",0.0999999884100574,0.0187495753267405,18.7495774998057,"Scenario~2","Step","X[t-1] %->% Y[t]","RICLPM-free","Scenario 2"
"Y2","~","X1",0.0999999999987929,0.0485016907946741,2.06178379269561,"model_covariates",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,0,0,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","True Model","Scenario 3A"
"Y2","~","X1",0.0764374671270966,0.0418670319853486,1.82571974898641,"model_clpm",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,-0.0235625328716963,-23.5625328719807,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","CLPM","Scenario 3A"
"Y2","~","X1",0.0764374671271225,0.0418670180907743,1.82572035489592,"model_clpm_lag2",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,-0.0235625328716703,-23.5625328719548,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 3A"
"Y2","~","X1",0.0709936473955853,0.0519402048450821,1.36683418186995,"model_dpm",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,-0.0290063526032076,-29.0063526035577,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","DPM","Scenario 3A"
"Y2","~","X1",0.0999999999748398,0.0855368141836388,1.1690872629433,"model_dpm_free",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,-2.39531033896512e-11,-2.39531033899403e-08,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","DPM-free","Scenario 3A"
"Y2","~","X1",-0.00220655382583704,0.0634607142649008,-0.0347703906487143,"model_riclpm",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,-0.10220655382463,-102.206553825864,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","RICLPM","Scenario 3A"
"Y2","~","X1",0.0666113979529715,0.0638108843209634,1.04388771072223,"model_riclpm_free",2,"cross","X[t-1] -> Y[t]",0.0999999999987929,-0.0333886020458213,-33.3886020462244,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","RICLPM-free","Scenario 3A"
"Y3","~","X2",0.0999999999933518,0.0545305806664638,1.83383339717216,"model_covariates",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,0,0,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","True Model","Scenario 3A"
"Y3","~","X2",0.103449877469084,0.0444550864616122,2.32706503806747,"model_clpm",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,0.00344987747573239,3.44987747596174,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","CLPM","Scenario 3A"
"Y3","~","X2",0.116632761840636,0.0494217730389318,2.35994693571108,"model_clpm_lag2",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,0.0166327618472839,16.6327618483896,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 3A"
"Y3","~","X2",0.0565524418887259,0.0541224707471285,1.04489763878206,"model_dpm",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,-0.0434475581046259,-43.4475581075144,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","DPM","Scenario 3A"
"Y3","~","X2",0.0999999957138371,0.0773047430959778,1.2935816317206,"model_dpm_free",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,-4.27951470094445e-09,-4.27951470122896e-06,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","DPM-free","Scenario 3A"
"Y3","~","X2",0.0428327738650806,0.071468921158106,0.599320280354091,"model_riclpm",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,-0.0571672261282713,-57.1672261320718,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","RICLPM","Scenario 3A"
"Y3","~","X2",0.0882275138487584,0.0697876278936082,1.26422858193808,"model_riclpm_free",3,"cross","X[t-1] -> Y[t]",0.0999999999933518,-0.0117724861445934,-11.772486145376,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","RICLPM-free","Scenario 3A"
"Y4","~","X3",0.0999999999686113,0.0613773512758821,1.62926548457795,"model_covariates",4,"cross","X[t-1] -> Y[t]",0.0999999999686113,0,0,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","True Model","Scenario 3A"
"Y4","~","X3",0.120016583397017,0.0462852230753314,2.59297839402619,"model_clpm",4,"cross","X[t-1] -> Y[t]",0.0999999999686113,0.0200165834284055,20.0165834346884,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","CLPM","Scenario 3A"
"Y4","~","X3",0.123020106826627,0.0534808862677655,2.30026305492949,"model_clpm_lag2",4,"cross","X[t-1] -> Y[t]",0.0999999999686113,0.0230201068580157,23.0201068652414,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","CLPM lag 2","Scenario 3A"
"Y4","~","X3",0.0564928307066768,0.0574014110404672,0.984171463430579,"model_dpm",4,"cross","X[t-1] -> Y[t]",0.0999999999686113,-0.0435071692619345,-43.5071692755909,"Scenario~3*italic('A')","Linear","X[t-1] %->% Y[t]","DPM","Scenario 3A"
