"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00182417148825292
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00291520179492556
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00125794796095532
"RICLPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.000473139333476799
"RICLPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000624485765232663
"RICLPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0221509804683856
"RICLPM-free",4,"Scenario~0","No~Confounding","Scenario 0",6.93851551214486e-09
"RICLPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",6.58090383576226e-09
"RICLPM-free",4,"Scenario~2","Step","Scenario 2",0.0232838226524407
"RICLPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0244977563148502
"RICLPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00421199898779237
"RICLPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00441557080089407
"RICLPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0109950813134795
"RICLPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00850135775171081
"RICLPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0120901316356009
"RICLPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.000402471430767451
"RICLPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00128521302122965
"RICLPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0324575783205595
"RICLPM-free",5,"Scenario~0","No~Confounding","Scenario 0",7.80189052251856e-10
"RICLPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",6.4057009835361e-09
"RICLPM-free",5,"Scenario~2","Step","Scenario 2",0.027832665078271
"RICLPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0362853142501979
"RICLPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00528196764886218
"RICLPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00431530685166504
"RICLPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0199588796982633
"RICLPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0175664477719476
"RICLPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00689089736739623
"RICLPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.000482889570857958
"RICLPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000718083707362649
"RICLPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0396212177329034
