"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"DPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.0172201284625468
"DPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.4885538696176e-08
"DPM-free",3,"Scenario~2","Step","Scenario 2",1.48249780241453e-09
"DPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",2.17791097626521e-09
"DPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",6.38238513268404e-10
"DPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00590037139623624
"DPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00254875021186977
"DPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00192527863499959
"DPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00956392948697689
"DPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00133977845045023
"DPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000615871929081997
"DPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0387174556130119
"DPM-free",4,"Scenario~0","No~Confounding","Scenario 0",1.19996469047137e-08
"DPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",9.44708870230239e-09
"DPM-free",4,"Scenario~2","Step","Scenario 2",1.09516400391219e-09
"DPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",2.09028811865429e-09
"DPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",1.2687103969878e-09
"DPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0074430204218852
"DPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00288630866146259
"DPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00518766133406538
"DPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0110770218202757
"DPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00357137141513665
"DPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00251537123704487
"DPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0358844339800794
"DPM-free",5,"Scenario~0","No~Confounding","Scenario 0",5.88803448332916e-09
"DPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",9.90925696312644e-09
"DPM-free",5,"Scenario~2","Step","Scenario 2",1.47550273711835e-09
"DPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",4.91082251173962e-09
"DPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",5.06788968969798e-09
"DPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00766046829860318
"DPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00279366129995558
"DPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0124470877633425
"DPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.013963518119092
"DPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00130487312876183
"DPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00162705820266194
"DPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0301383960650198
"RICLPM",2,"Scenario~0","No~Confounding","Scenario 0",5.0068318757741e-09
"RICLPM",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",8.51249288183357e-10
"RICLPM",2,"Scenario~2","Step","Scenario 2",0.0412968866554123
"RICLPM",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.04614310421547
"RICLPM",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0181603645348733
"RICLPM",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0292884518498924
"RICLPM",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0152678361135334
"RICLPM",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.041600591155248
"RICLPM",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0174998282839978
"RICLPM",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0105694851472833
"RICLPM",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00127381273515083
"RICLPM",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0283758869373034
"RICLPM",3,"Scenario~0","No~Confounding","Scenario 0",4.5746252223446e-09
"RICLPM",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.47991081916143e-09
"RICLPM",3,"Scenario~2","Step","Scenario 2",0.0294150184011537
"RICLPM",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0435257291775004
"RICLPM",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0102766145395137
"RICLPM",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0243337083631509
"RICLPM",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0182807855708626
"RICLPM",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0162113030043172
"RICLPM",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0254260630037586
"RICLPM",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00724161063701652
"RICLPM",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00162300164486407
"RICLPM",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0854576808673836
"RICLPM",4,"Scenario~0","No~Confounding","Scenario 0",1.19420759206111e-09
"RICLPM",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.432258790565e-09
"RICLPM",4,"Scenario~2","Step","Scenario 2",0.0305031207709888
"RICLPM",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0259496695371273
"RICLPM",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0133561772299797
"RICLPM",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0305311626876553
"RICLPM",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0103251215055927
"RICLPM",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0323968987297553
"RICLPM",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0261270019341817
"RICLPM",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00485279183522674
"RICLPM",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00311197174531772
"RICLPM",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0726653980618659
"RICLPM",5,"Scenario~0","No~Confounding","Scenario 0",2.12129087602177e-09
"RICLPM",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",7.69372046922583e-10
"RICLPM",5,"Scenario~2","Step","Scenario 2",0.047525607288022
"RICLPM",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.051928130586615
"RICLPM",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00473791287516999
"RICLPM",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.046458338253411
"RICLPM",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0113522829018499
"RICLPM",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0544997693692169
"RICLPM",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0437108370432624
"RICLPM",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0024760323979206
"RICLPM",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00290607731403134
"RICLPM",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.105021213825531
"RICLPM-free",2,"Scenario~0","No~Confounding","Scenario 0",0.140795373809898
"RICLPM-free",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.07588811142412e-08
"RICLPM-free",2,"Scenario~2","Step","Scenario 2",0.0235082043090111
"RICLPM-free",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0270260404875511
"RICLPM-free",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0101182274142847
"RICLPM-free",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0070747704613584
"RICLPM-free",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0262427117670651
"RICLPM-free",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0050519560939376
"RICLPM-free",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00938571328833256
"RICLPM-free",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",6.60626496423883e-05
"RICLPM-free",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000275120579608225
"RICLPM-free",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.105784525597686
"RICLPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.0754754618591035
"RICLPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.3476961783074e-08
"RICLPM-free",3,"Scenario~2","Step","Scenario 2",0.00643491580479273
"RICLPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.00970945032860183
